iter	MultiClass
0	0.9951288469
1	0.9226929244
2	0.8564157452
3	0.7840008759
4	0.7283658429
5	0.6837859865
6	0.6416190169
7	0.6049739523
8	0.5742722122
9	0.5462066734
10	0.5130531515
11	0.4895954303
12	0.4622072524
13	0.4415747853
14	0.420105605
15	0.4033014467
16	0.3853356509
17	0.3715387825
18	0.3555490798
19	0.3419716533
20	0.3304742726
21	0.3167664886
22	0.3055329942
23	0.2956717232
24	0.2862088759
25	0.2749913228
26	0.2663338629
27	0.2587928666
28	0.2509299042
29	0.2439491412
30	0.2386301933
31	0.2319216059
32	0.2257022915
33	0.2203801468
34	0.2153353338
35	0.2105200951
36	0.2052183079
37	0.2019760718
38	0.1981236199
39	0.1931229768
40	0.1891739655
41	0.1854482915
42	0.1828509037
43	0.1802561515
44	0.1770714631
45	0.1736734628
46	0.1709749864
47	0.1676746055
48	0.1646972555
49	0.1618686424
50	0.1586865076
51	0.1558445434
52	0.1546007563
53	0.1519263412
54	0.15044678
55	0.1485231373
56	0.1465052533
57	0.1450579438
58	0.1438601322
59	0.1425635839
60	0.141755221
61	0.1403378729
62	0.1393202434
63	0.1378019031
64	0.1362473234
65	0.1351984983
66	0.133202714
67	0.1315023393
68	0.1298618746
69	0.1292041137
70	0.1283686895
71	0.1265274354
72	0.1257682929
73	0.125007534
74	0.1237362704
75	0.1229176449
76	0.1222891305
77	0.1211164832
78	0.1198899276
79	0.1190260266
80	0.1177450055
81	0.1170347863
82	0.1160411466
83	0.1150352034
84	0.1136385187
85	0.1129870999
86	0.1123859495
87	0.1114204081
88	0.1111872701
89	0.1110139688
90	0.1101093848
91	0.1094676462
92	0.1085975857
93	0.1079338434
94	0.1077892905
95	0.1074213048
96	0.1071770036
97	0.1064469542
98	0.1058274844
99	0.1053009466
100	0.1050217555
101	0.1038099832
102	0.1027156264
103	0.1024034056
104	0.1021662909
105	0.1015807074
106	0.1005309144
107	0.09996218892
108	0.09976255343
109	0.09955606925
110	0.0989328121
111	0.09820170022
112	0.09758546748
113	0.09660274339
114	0.09527080151
115	0.09427056724
116	0.09388318064
117	0.09342645482
118	0.09252914027
119	0.09200210469
120	0.09140614007
121	0.09055450518
122	0.09004624877
123	0.08915118442
124	0.0884025568
125	0.08819335279
126	0.08761827932
127	0.08714476784
128	0.08661411318
129	0.08595842824
130	0.08587974044
131	0.08559422872
132	0.08492828991
133	0.08425653029
134	0.08368945084
135	0.08347911187
136	0.08318409571
137	0.0830894265
138	0.08273132341
139	0.08256238347
140	0.08211573431
141	0.08147757176
142	0.08126716085
143	0.08056557097
144	0.07972176766
145	0.07924178275
146	0.07868758489
147	0.07831600924
148	0.07753573793
149	0.07716317433
150	0.07698468572
151	0.07645390905
152	0.07624889694
153	0.0761500047
154	0.07601766419
155	0.07553830239
156	0.07537205256
157	0.07530977842
158	0.07501939449
159	0.07456228208
160	0.07411577897
161	0.07388709524
162	0.07379523313
163	0.07296078121
164	0.07277920675
165	0.07265157851
166	0.07186925229
167	0.0715856246
168	0.07115957535
169	0.07104222206
170	0.07078530885
171	0.07006713188
172	0.06958181523
173	0.06943807042
174	0.06890823314
175	0.06866054297
176	0.06807498716
177	0.06773953179
178	0.06763218531
179	0.06716491851
180	0.06663387193
181	0.06632830846
182	0.06603305804
183	0.06598848907
184	0.06546872933
185	0.06491290346
186	0.06478210371
187	0.06436641987
188	0.0642074189
189	0.06414818311
190	0.06372987911
191	0.06359204554
192	0.0634522385
193	0.06306376508
194	0.06270108866
195	0.06252993941
196	0.06235263583
197	0.06177848807
198	0.06141900429
199	0.06133592792
200	0.06104644444
201	0.06061445662
202	0.06040570581
203	0.06017323095
204	0.05991551314
205	0.05973730978
206	0.05955048226
207	0.05943825973
208	0.05937786233
209	0.0592763263
210	0.05900950201
211	0.0589171078
212	0.05869431244
213	0.05842167699
214	0.05821159552
215	0.05811940836
216	0.05798800287
217	0.05790613659
218	0.05744602137
219	0.05737958956
220	0.05718274122
221	0.05703346503
222	0.05683406212
223	0.05678885906
224	0.05652152117
225	0.05633070805
226	0.05610381743
227	0.05587658719
228	0.05571728093
229	0.0556238126
230	0.05541121057
231	0.05526242865
232	0.05522316521
233	0.05512539609
234	0.05486862712
235	0.05469960628
236	0.05445854518
237	0.05396422873
238	0.05388324368
239	0.05363249012
240	0.05346273397
241	0.05314556507
242	0.05305088818
243	0.0529707771
244	0.05262243725
245	0.05231897539
246	0.05226355174
247	0.05207237348
248	0.05197743798
249	0.05173186435
250	0.05170196432
251	0.05162643374
252	0.05135487188
253	0.05117280242
254	0.05101415732
255	0.05093059555
256	0.05071524867
257	0.05054120975
258	0.0504290162
259	0.05016264326
260	0.04992006359
261	0.04979862413
262	0.04975395387
263	0.04971177246
264	0.04958643999
265	0.04949925665
266	0.04936370495
267	0.0491043753
268	0.04901930002
269	0.04885741859
270	0.04861479805
271	0.04842206683
272	0.04833145394
273	0.04817685262
274	0.04797993724
275	0.0478048749
276	0.04761211642
277	0.04755274618
278	0.04731275359
279	0.04710114403
280	0.04684950366
281	0.0467356193
282	0.04650793557
283	0.04627920557
284	0.04613805284
285	0.04601215537
286	0.04587479833
287	0.04566745139
288	0.04551030884
289	0.04527484103
290	0.04523536414
291	0.04514832178
292	0.04497326878
293	0.04467704364
294	0.04448788698
295	0.04421529009
296	0.0441516244
297	0.04412483738
298	0.04408765885
299	0.04401767318
300	0.04387524478
301	0.04382652652
302	0.04376231876
303	0.04366819038
304	0.04355279866
305	0.04348003225
306	0.04335562343
307	0.04318545636
308	0.04314861992
309	0.043010633
310	0.04295585102
311	0.04289845732
312	0.04259117526
313	0.04242685104
314	0.04233856878
315	0.04222055985
316	0.04216815066
317	0.04185392781
318	0.04179756074
319	0.04170710904
320	0.04164142561
321	0.0415797832
322	0.04142820744
323	0.04137187131
324	0.04133240561
325	0.04121317731
326	0.04117802555
327	0.04115047748
328	0.04108813016
329	0.04103972972
330	0.04102285764
331	0.04087835361
332	0.04078865745
333	0.04075137816
334	0.04067529929
335	0.040656906
336	0.04050270131
337	0.04034379567
338	0.04018451687
339	0.04011213822
340	0.04002779699
341	0.03997017531
342	0.03987753046
343	0.03970039051
344	0.03957996877
345	0.03951244157
346	0.03935898759
347	0.03922166409
348	0.03908991402
349	0.03887415358
350	0.03876307843
351	0.03868864832
352	0.03865519599
353	0.03848092618
354	0.03842056366
355	0.03838244236
356	0.03822630249
357	0.03809375588
358	0.03790710078
359	0.03784356443
360	0.03772644109
361	0.03744234732
362	0.03728663964
363	0.03721322496
364	0.03712986202
365	0.03705519393
366	0.03701460565
367	0.03689266972
368	0.0367416133
369	0.03665277805
370	0.03648741631
371	0.03625841695
372	0.03622299598
373	0.03608112523
374	0.03603391424
375	0.03600495288
376	0.0358690657
377	0.03572454698
378	0.03565128725
379	0.03560759286
380	0.03550472991
381	0.03543803263
382	0.03534917011
383	0.03526275988
384	0.03510473653
385	0.03508354889
386	0.03497357405
387	0.03495314967
388	0.03490873527
389	0.03484212571
390	0.03477225271
391	0.03472646243
392	0.03463607338
393	0.03450877306
394	0.03435612146
395	0.0343242702
396	0.03422532355
397	0.0341341676
398	0.03407474469
399	0.03405996714
400	0.03399956332
401	0.03397931138
402	0.03383171217
403	0.03378037591
404	0.03372799681
405	0.0337035404
406	0.03363915673
407	0.03353860929
408	0.03347146975
409	0.03337305189
410	0.03329047159
411	0.03317481294
412	0.0331157284
413	0.03305339827
414	0.03301626219
415	0.03296859135
416	0.03290933853
417	0.03282516806
418	0.0326959462
419	0.03260395767
420	0.03244838301
421	0.03234813423
422	0.03229028727
423	0.03227855754
424	0.03220514132
425	0.03216206241
426	0.03205218201
427	0.03204074837
428	0.03201736029
429	0.03197752306
430	0.03182095584
431	0.03179144404
432	0.03166128421
433	0.03157338676
434	0.03151610992
435	0.03146666448
436	0.03142843543
437	0.03130893434
438	0.03125789507
439	0.03118339801
440	0.03112046316
441	0.03106210021
442	0.03092888044
443	0.03080142899
444	0.03078966243
445	0.03065166082
446	0.03054784147
447	0.03048706982
448	0.03042949405
449	0.03033250585
450	0.03028000051
451	0.03015751675
452	0.03001680854
453	0.02998438469
454	0.0299431805
455	0.02984099214
456	0.0297709356
457	0.02969101023
458	0.02966288197
459	0.02956908031
460	0.02948092642
461	0.02944477196
462	0.02935467089
463	0.02931863615
464	0.02922659889
465	0.02918497133
466	0.02907863122
467	0.02905812876
468	0.02900161183
469	0.02897058877
470	0.02886289481
471	0.02877560855
472	0.02876196477
473	0.02867642816
474	0.02856870844
475	0.0285444346
476	0.02843216589
477	0.02838060638
478	0.02831819894
479	0.02829522947
480	0.02825504996
481	0.02821314291
482	0.02807766833
483	0.02803775749
484	0.02795426241
485	0.0279448661
486	0.02786048174
487	0.02784032062
488	0.02780592997
489	0.02778079424
490	0.02774669645
491	0.02771901933
492	0.02767801904
493	0.02756786713
494	0.02751394388
495	0.02747995048
496	0.02745408567
497	0.02739704789
498	0.02736409985
499	0.02734664195
500	0.02731207071
501	0.02729313731
502	0.02726551466
503	0.02721981035
504	0.02708232732
505	0.02695653702
506	0.02691919558
507	0.0268441517
508	0.02676972534
509	0.02675508372
510	0.02673116068
511	0.0267138552
