iter	MultiClass
512	0.026663177
513	0.02660989162
514	0.02658643867
515	0.02655749683
516	0.02651331556
517	0.02647498253
518	0.0264550743
519	0.02636900662
520	0.02632397064
521	0.02625435793
522	0.02617669801
523	0.026086674
524	0.02603596585
525	0.02598041234
526	0.02591545603
527	0.02587111775
528	0.02582643469
529	0.02580848434
530	0.02570519197
531	0.02562329851
532	0.02558338384
533	0.02549879685
534	0.02542530771
535	0.02533542662
536	0.02528882404
537	0.0252524413
538	0.0252418907
539	0.02511292215
540	0.02506455287
541	0.0250400621
542	0.0250078744
543	0.02499195798
544	0.02495966088
545	0.02491542497
546	0.02488144798
547	0.02484692159
548	0.02475788
549	0.02474188379
550	0.02470528694
551	0.02464870973
552	0.02455739005
553	0.02446051347
554	0.02437421053
555	0.02436814779
556	0.02427257837
557	0.0242545373
558	0.02417911316
559	0.02413718713
560	0.02410428934
561	0.02406966595
562	0.02404328917
563	0.0240031264
564	0.02397661453
565	0.02391667444
566	0.02385444626
567	0.02379490532
568	0.02376339309
569	0.0237321362
570	0.02366285922
571	0.02362136064
572	0.02358894571
573	0.02357606491
574	0.02356297739
575	0.02350684837
576	0.02343625034
577	0.02342993013
578	0.023402305
579	0.02335042982
580	0.02329725113
581	0.02322908766
582	0.02315255166
583	0.0231236244
584	0.02308190119
585	0.02303540679
586	0.02298501889
587	0.02295042999
588	0.02292168618
589	0.02287467697
590	0.02279053314
591	0.0227608827
592	0.02273664473
593	0.02270666902
594	0.02266421319
595	0.02263771556
596	0.02259145134
597	0.02257357101
598	0.02255293209
599	0.02252734261
600	0.02241350867
601	0.0223887525
602	0.02235491624
603	0.02230870518
604	0.02227604729
605	0.02218412721
606	0.02217706698
607	0.02213101878
608	0.02206689745
609	0.02203928389
610	0.02192527836
611	0.02190239247
612	0.02187551297
613	0.02183893776
614	0.02182905582
615	0.02176110097
616	0.02174886662
617	0.02172912754
618	0.02167645941
619	0.02166076465
620	0.02164210048
621	0.02158336812
622	0.02155559345
623	0.02151113565
624	0.02149310484
625	0.02146776257
626	0.02139634098
627	0.02137635357
628	0.02132890324
629	0.0212774018
630	0.02126388826
631	0.02118880456
632	0.02116868464
633	0.02115837626
634	0.02114695268
635	0.02102756483
636	0.0209922727
637	0.02096524335
638	0.02095250685
639	0.02080026853
640	0.02079511018
641	0.02074909264
642	0.02072902683
643	0.02068384576
644	0.02067644359
645	0.02065767733
646	0.02064163734
647	0.02058962587
648	0.0204969605
649	0.02048213777
650	0.02042837826
651	0.02040549245
652	0.02034117695
653	0.02026231979
654	0.02022677348
655	0.02021083186
656	0.02016359772
657	0.0200781229
658	0.02002016891
659	0.01998791519
660	0.01995709925
661	0.01993572494
662	0.0198766793
663	0.01986304861
664	0.01985574929
665	0.01982562358
666	0.01980920355
667	0.01976886742
668	0.01966256695
669	0.01964376243
670	0.01962499249
671	0.01958942156
672	0.01955627769
673	0.01954823145
674	0.01948641971
675	0.0194796617
676	0.01943518504
677	0.01939419028
678	0.01934600874
679	0.01931196259
680	0.01929287805
681	0.01923248934
682	0.01920606475
683	0.01916436949
684	0.01908785866
685	0.01903083729
686	0.01898967829
687	0.01894366347
688	0.01888952647
689	0.01882063778
690	0.01880243076
691	0.01878757786
692	0.0187407222
693	0.018714935
694	0.01868721196
695	0.01867491865
696	0.0186413216
697	0.01860790626
698	0.01858779109
699	0.0185699767
700	0.01854698176
701	0.01853314146
702	0.01847533387
703	0.01845422874
704	0.01842937718
705	0.01840077772
706	0.01838091029
707	0.01837626007
708	0.01834190952
709	0.0183221565
710	0.01829423881
711	0.01827271462
712	0.01825776557
713	0.01822821148
714	0.01820103723
715	0.01818057027
716	0.01816715561
717	0.01814374558
718	0.01811164754
719	0.0180661674
720	0.01804403696
721	0.01803812406
722	0.01801375219
723	0.01800975588
724	0.01798094411
725	0.01794755558
726	0.01787946582
727	0.01782062422
728	0.01777759292
729	0.01776633797
730	0.0177597216
731	0.01773500326
732	0.01771129739
733	0.0176997152
734	0.01764370406
735	0.01763770127
736	0.01761233087
737	0.01759107413
738	0.01757607687
739	0.01756725169
740	0.01755475425
741	0.01752133353
742	0.01748032051
743	0.01741405702
744	0.01739085573
745	0.01737348929
746	0.01735532112
747	0.01733423833
748	0.01728048351
749	0.01722424633
750	0.01721864513
751	0.01716602574
752	0.01715484993
753	0.01714762254
754	0.01712053101
755	0.0171017071
756	0.01705657979
757	0.01703039398
758	0.01702051855
759	0.01700075318
760	0.01697499927
761	0.0169318749
762	0.01688896045
763	0.01685947817
764	0.01683129962
765	0.01682298217
766	0.01677395891
767	0.01672323702
768	0.0167038289
769	0.0166976196
770	0.01668726341
771	0.01664402346
772	0.01662419018
773	0.01660074033
774	0.01658631755
775	0.01649360237
776	0.01644510399
777	0.01640125986
778	0.01638969023
779	0.01636643124
780	0.01633019586
781	0.01630084768
782	0.01627380772
783	0.01627066093
784	0.01622785805
785	0.01622110554
786	0.01621454441
787	0.01615923492
788	0.0161473251
789	0.01610373379
790	0.01605815508
791	0.01604165303
792	0.01601587619
793	0.01600132765
794	0.01596754628
795	0.01593179359
796	0.0158603442
797	0.01585377402
798	0.01582514066
799	0.01579761107
800	0.01578444807
801	0.01573871816
802	0.01569993575
803	0.01567987005
804	0.01563662406
805	0.01561304228
806	0.01558509733
807	0.01555775926
808	0.01554609761
809	0.01553254564
810	0.01552927733
811	0.01550585712
812	0.01547969178
813	0.01547104376
814	0.01543589746
815	0.0154057327
816	0.01536647015
817	0.01532806017
818	0.01529898072
819	0.01527485815
820	0.0152619486
821	0.01524336453
822	0.01519563324
823	0.01517519788
824	0.01514682092
825	0.01513647657
826	0.0151226519
827	0.01509354524
828	0.01505455189
829	0.01505158783
830	0.0150123476
831	0.01498749574
832	0.01497389095
833	0.01497072897
834	0.01496465219
835	0.01492885382
836	0.01491170997
837	0.01490037345
838	0.01487350773
839	0.0148432858
840	0.0148263988
841	0.01482331466
842	0.01478974445
843	0.01474899595
844	0.01472077002
845	0.0146820296
846	0.01466710543
847	0.01463361575
848	0.01461028449
849	0.01459287745
850	0.0145694526
851	0.01456429284
852	0.01455193093
853	0.01454312536
854	0.01453869288
855	0.01452452846
856	0.01451871789
857	0.01451548098
858	0.01450898689
859	0.01449962296
860	0.01448578044
861	0.01448229149
862	0.01446392715
863	0.01441060088
864	0.01438859851
865	0.01437107556
866	0.01434384132
867	0.01432184514
868	0.0143008468
869	0.01429512604
870	0.01428395017
871	0.01426514674
872	0.01421897922
873	0.01419841312
874	0.01418961383
875	0.01418071913
876	0.01414577448
877	0.01413792395
878	0.0141099289
879	0.01409462291
880	0.01406096518
881	0.01405234498
882	0.01403791703
883	0.01403370596
884	0.01402834488
885	0.0140097547
886	0.01398410613
887	0.01395640714
888	0.01393332412
889	0.01390375419
890	0.01389277381
891	0.01386651715
892	0.01385649813
893	0.01381095191
894	0.01380127462
895	0.01376462346
896	0.0137533795
897	0.01371773703
898	0.01370091336
899	0.01367651927
900	0.01365013556
901	0.01362569704
902	0.01360976531
903	0.01358551686
904	0.01357296892
905	0.013566231
906	0.01355658365
907	0.01354619824
908	0.01349018493
909	0.01347106474
910	0.01346097991
911	0.01345926782
912	0.01342752483
913	0.01341958391
914	0.01340295175
915	0.01337673094
916	0.01337063583
917	0.01334565983
918	0.01333073522
919	0.01328718177
920	0.01327458225
921	0.01325995961
922	0.01321923559
923	0.01321535015
924	0.01320511833
925	0.01320178625
926	0.01318697505
927	0.013175812
928	0.01317160455
929	0.01315471758
930	0.01312773756
931	0.01311812069
932	0.01309536585
933	0.01308921113
934	0.01306878241
935	0.01305598755
936	0.01304209412
937	0.0130369762
938	0.0130143618
939	0.01301102642
940	0.01296903241
941	0.0129605806
942	0.01294509465
943	0.01293591686
944	0.01292184365
945	0.0129054781
946	0.01289062552
947	0.01288441305
948	0.01287029182
949	0.0128675154
950	0.01283406909
951	0.01282563549
952	0.01281493519
953	0.01281310872
954	0.01277688603
955	0.01276819265
956	0.01275909578
957	0.01273739924
958	0.01272142998
959	0.012718946
960	0.01270315274
961	0.01266554096
962	0.0126286705
963	0.01261568589
964	0.01260923986
965	0.01260430446
966	0.01259696938
967	0.01256434112
968	0.01255922465
969	0.01253548742
970	0.01252851253
971	0.01250850424
972	0.01248529295
973	0.01248146725
974	0.0124673289
975	0.01244678885
976	0.01244466307
977	0.01243387308
978	0.012407102
979	0.01239017042
980	0.01235871941
981	0.01234731091
982	0.01232993145
983	0.01232268421
984	0.01231696027
985	0.01231235044
986	0.0123042256
987	0.01229146527
988	0.01228135124
989	0.01226099321
990	0.01225795005
991	0.0122169858
992	0.01219494694
993	0.01218183647
994	0.01215778121
995	0.01210958276
996	0.0121018071
997	0.01209062645
998	0.01207262187
999	0.01206582067
